state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
38,41,0,0,0,0,208.6194066184246,98,35.464067645036266,197.78424498790378,125,16.8113876834443,184.56762570767958,88,8.302316297373103,9.41666417264338,2,2.5434252469973644,2
33,80,0,0,0,0,160.77316604628908,64,27.333075521842662,174.71148339067543,92,14.851250676154445,234.192125453544,129,10.537623615889618,8.552558427172581,5,2.3115975404028037,4
16,73,2,0,0,0,288.3869773443406,114,49.02748706449417,236.83131030394668,125,20.13040064307046,293.29633617495836,112,13.193835127873125,5.017945042624375,3,1.3547853446998335,3
11,99,0,0,0,0,135.05903392388677,107,22.96098898121578,208.95207297066688,102,17.757253703421487,207.6291747423272,96,9.338710543086984,8.893571689943538,2,2.405264356284755,6
18,42,1,0,0,0,273.68407231722415,102,46.52737438159635,231.17735834850222,82,19.6512558075674,228.5976353401273,63,10.282873068388668,12.785947126223169,3,3.4514432884673,1
24,89,1,0,0,0,184.2341934499785,116,31.319812886496344,310.6954951533469,82,26.408746148334487,274.7670631566761,123,12.364079665333756,6.432535761666075,4,1.7378518926665047,3
20,106,1,0,0,0,282.73779592225736,88,48.066921608578376,155.8314201635264,116,13.250267755335443,245.872559052797,93,11.068013308273175,9.054807666989518,7,2.446294371881793,0
25,86,1,0,0,24,113.82074903787924,90,19.346791506313206,257.939689979432,98,21.92962834765468,215.1981632377306,97,9.681700384848309,12.84716602525282,7,3.466036735245388,4
22,113,1,0,0,11,112.7326420176423,98,19.16544033627372,270.8415303622413,93,23.02291682989274,224.78386793981787,95,10.116943192943081,12.121761345094866,5,3.274322641203643,4
47,111,1,0,0,0,268.4235310922487,86,45.63475054139156,202.9524377618,115,17.247707124516573,333.37317309925714,88,15.002417888909068,12.075071030355478,4,3.2600193202566903,1
25,85,0,0,0,0,174.8819523985694,121,29.731336924685507,200.72664409505794,125,17.060764748079922,188.31719298725469,87,8.471242023402695,13.108840669106172,6,3.543918641682431,2
19,52,1,0,0,0,149.04913530593115,109,25.338277436138814,124.19094608827595,118,10.557230417503456,249.34307604375863,120,11.223287290230173,11.683122456431027,3,3.1572919314974124,4
20,29,1,0,0,9,169.36314855556603,108,28.79517905541609,221.6463538691022,103,18.844218178388754,319.9074223069476,96,14.394334003812643,12.904751212334109,3,3.483673324905541,0
26,35,1,0,0,0,308.1232238467852,102,52.3786837039204,224.82638046245046,143,19.114633861185357,223.69373239907867,99,10.068651870450267,12.561348129549733,4,3.3949131262408363,2
33,104,1,0,0,10,62.86896091231364,104,10.68458737113109,292.8318075467345,96,24.888703641472436,170.61917808171142,81,7.678159037733673,8.513598396222788,3,2.2969595723260765,1
28,151,0,0,0,0,274.70500874266907,116,46.69895719020295,198.85882423948362,92,16.90328170039239,208.76565028606387,102,9.395007114847473,11.558413626851193,7,3.1207647271845085,0
16,115,0,0,0,0,233.37495399669018,98,39.67000457611153,244.15771353998915,91,20.7539348060851,151.5274104509723,69,6.8202043151077305,10.769100078928115,1,2.9057736420546796,6
35,102,1,0,0,0,271.248942629248,88,46.11341299802781,207.42377299427716,84,17.634232320540587,212.08527593132604,110,9.544466412687099,4.722602533544626,14,1.2793606756119003,2
30,173,0,0,0,0,277.8653586945568,121,47.23901699210781,185.65736241514261,103,15.77915722383487,215.0463457600685,103,9.679038566219658,10.078249725334171,9,2.724720872454278,1
19,75,2,0,0,0,291.03146316837785,111,49.476248295239884,240.9342701279075,123,20.479793315579624,296.50177353742777,108,13.338079809184249,5.066026603061416,3,1.367607094149711,3
18,65,1,0,0,0,249.32193141173718,118,42.38365523528953,237.8805280874438,118,20.218549196991603,269.58707132335735,88,12.131031138227723,10.97141244127512,4,2.95879963532073,1
37,135,0,0,0,0,282.01073910315563,93,47.94111553277011,226.1159540934651,122,19.21869655700988,228.7630849350331,90,10.29336801871213,8.678414691679876,3,2.3400416224545544,0
25,31,1,0,0,0,310.9599401189811,102,52.859955652664745,220.06215185145481,147,18.709735042846287,220.7357889357633,103,9.935301960218837,12.694698039781164,4,3.4312812835766806,2
25,74,0,0,1,35,88.93981917873569,108,15.117816176292425,249.80964498856622,89,21.236272908120768,221.30816839401905,98,9.95829720386982,11.831769469754716,2,3.1963538939509433,4
28,125,1,0,0,0,249.51493891072667,95,42.42144563864025,262.1349404581923,91,22.28004825243241,167.43590550684056,106,7.538506108927335,12.618553974493327,3,3.40807222390205,2
25,145,1,0,0,0,151.95527322222483,123,25.83713410481144,210.63213565177912,73,17.905682158534105,186.08016337685314,98,8.374656723825515,12.34104585681523,3,3.331820038373331,2
23,154,0,0,0,13,242.13314214693457,120,41.1657558641085,250.3947186073938,95,21.283298881048218,271.2105627852124,85,12.202353626204937,12.634749274684264,2,3.4073823041647517,6
20,104,1,1,0,0,131.36878309492198,93,22.329347132174263,234.08587494425936,74,19.899462871771426,208.47554807726036,120,9.378207675551772,12.222047434050657,2,3.304789305684295,1
34,87,1,0,0,0,160.88352416294825,130,27.35189782111106,167.14562185190232,101,14.21205146360571,129.96454595183766,118,5.847703710105932,11.475321647535683,2,3.100085772676182,2
25,66,1,0,0,0,247.65137530899767,133,42.09987534985437,247.75412592699303,115,21.057136090625598,279.6781806574115,108,12.584462757155066,6.383681893402163,5,1.720058724387393,3
12,62,0,0,0,19,225.611080234684,86,38.35564287342519,129.1853652976766,89,10.978256050302512,119.04726467730949,103,5.356853652976766,6.437073059535323,4,1.7414912590167306,2
33,80,0,0,0,0,160.81148626569907,64,27.339585838688663,174.74115065731544,92,14.853764152911445,234.247133510439,129,10.540095888109619,8.541227179497582,5,2.308548404664804,4
46,103,0,1,0,0,169.87128606223422,86,28.88140433017386,182.78544248982814,87,15.53854836265028,244.60024682004797,137,11.005725304466427,13.814300405955235,6,3.7328611096079136,1
32,47,0,0,0,0,140.3762382417171,157,23.86123462340649,231.94861641300878,107,19.718721211633873,167.12083239770433,72,7.5228435262151025,14.135526611251263,3,3.8161404296670036,4
31,98,0,1,1,34,220.35741291467582,100,37.45833432464165,195.50035687099341,102,16.615771030717035,200.5035428914659,87,9.022214952627913,6.964915047100003,3,1.8813232819115397,0
20,135,0,0,0,39,172.0753528153671,84,29.25563776900154,203.17671963437678,107,17.26843506411659,123.38824631495245,78,5.553384979367429,14.31154890180502,14,3.86207515108464,0
26,182,1,0,0,0,280.9479520456886,112,47.76015184776707,291.94265045440017,108,24.815125288624014,260.69932550019536,110,11.731250611372435,11.179012022702251,4,3.0217999931751187,0
26,107,2,0,0,16,130.18764641425503,94,22.13469634601127,169.9203544412084,94,14.442035444120839,192.53539226429083,69,8.66380505733538,13.524784956313368,3,3.6492937104106513,2
29,131,0,0,0,0,195.42730397619283,96,33.21975386828814,210.4234115688962,86,17.885658271859217,85.58394381990138,107,3.850392096985482,12.420492263423716,4,3.351757295795124,3
46,75,0,0,0,0,132.01323260183727,108,22.445611109831034,186.61445389442258,136,15.86230295937172,213.42572709788385,114,9.60149811128445,8.523451368454724,4,2.300651085723425,4
35,70,1,0,0,0,145.5832810936049,87,24.748525565977392,182.29726874500727,96,15.491793678374036,205.08981373078453,101,9.228844810328818,12.240727138793503,2,3.303312437441968,3
13,76,1,0,0,0,251.77501677963943,72,42.80572867522868,205.8152451777923,125,17.489832106077387,275.1234385182498,108,12.37661517659631,9.827400951363208,6,2.657333784041329,1
23,115,1,0,0,0,121.21581255686573,108,20.60646083395902,219.86473145547157,99,18.69158741148064,180.02958602682455,125,8.104774546030066,10.936380424892917,2,2.9563681133047774,2
32,40,1,0,0,0,304.34882287467474,92,51.74153703316068,268.1459786024964,96,22.792026753445185,195.98542100990474,109,8.82019966214468,10.962855534022289,4,2.955970994186018,3
43,204,1,0,0,0,320.4736056534479,67,54.485512961086144,182.07888172160443,112,15.480720682504957,176.78203175647445,102,7.958314779394691,10.581624396764155,5,2.8577157445720425,1
28,60,0,1,0,0,236.57099491459059,80,40.21492411005335,216.35084333029457,92,18.38986510627232,188.0017710914172,94,8.45639125048944,13.756492371885882,2,3.710716684052427,2
13,91,1,0,1,29,96.76379442854815,97,16.447343620905585,259.80353213741375,94,22.08530070899603,227.14766115225308,113,10.219894990509323,10.39866351557319,4,2.8096372399412943,6
42,78,1,0,0,0,109.60114490636037,95,18.634363486911354,314.193183697218,110,26.70435438482955,191.47232543460902,75,8.618019562293334,9.202327698158559,2,2.481062249068829,1
36,142,0,0,0,0,280.1732607788896,104,47.62970184780964,212.75278766181856,87,18.088111702794418,274.7121248557411,98,12.365546612348984,8.49880739123858,1,2.292177001793782,2
38,102,0,0,0,0,174.10763507023768,74,29.59801313300123,152.71341091274058,89,12.979282342052535,189.1519087675594,93,8.512120723479347,11.808874555394203,1,3.1914910729361594,3
14,11,0,0,0,0,133.74630763121553,62,22.73987229730664,144.19562288040993,86,12.259990752532243,198.93828438017977,118,8.955359989410692,9.429261526243105,1,2.547803073664828,2
46,70,1,0,0,0,284.21892306261066,85,48.320921669659676,247.48947096503093,90,21.036662155551422,172.63372211223466,114,7.7638127460346995,8.862559875150783,9,2.394989583285424,1
43,105,1,1,0,6,201.86490751359662,96,34.318034277311426,211.81403359799893,109,18.00557882223191,177.39391481154433,86,7.981403359799895,8.962104190559241,2,2.4220464956131296,3
32,105,1,0,0,24,150.9884976501443,89,25.670350731427266,107.89794946185529,117,9.168230461231104,165.28302264452523,93,7.441293841428408,14.630613090273451,3,3.9514968240729207,0
29,38,2,0,0,0,171.49009736232753,117,29.152078929892774,164.67126571025804,102,14.000295207074844,238.11981567565232,106,10.718713489127172,10.10841620199085,1,2.733712969111802,1
18,110,1,0,0,0,285.92645560833233,87,48.60898291781819,162.4026237822999,109,13.807936682499706,246.9334359731247,91,11.115232815393139,9.44622238323903,7,2.5529945790728523,0
35,126,1,0,0,0,195.914364682367,104,33.30345207403136,200.03978726796447,81,17.00181264878319,110.16902751630715,136,4.954685585256588,13.941561396274858,3,3.761083039006629,2
27,112,1,0,0,0,338.4723879079199,78,57.543486115015,209.7399255140744,108,17.826455235806296,250.59301779324556,124,11.280927538474641,12.427025600293074,8,3.35720682674482,1
28,98,1,0,0,0,152.60475660760932,128,25.942862548447412,167.94060284231566,101,14.277842993846813,135.77613112313517,119,6.108128517310303,11.886518711542584,4,3.2097383230780223,2
25,112,0,0,0,0,259.0864736446671,72,44.04570051959341,296.67326923958956,111,25.221292297639224,194.9908616058363,83,8.772407411522787,9.640338158883322,7,2.6074235090355526,0
37,142,0,0,0,0,246.2115976071819,86,41.860549820765556,247.74083712725675,90,21.05823305401994,221.60341916296747,81,9.97068107790274,10.0,2,2.7,2
28,106,1,0,0,0,229.6546296614312,100,39.041001084158005,286.5283908688795,110,24.354270586311525,252.21332435592612,118,11.347099425216967,11.20030743947541,3,3.027225817001301,1
35,109,1,1,0,22,150.0304265247549,87,25.507454216489364,109.20100620296947,110,9.27957317974098,164.14445104112858,95,7.3901798700305275,14.520426820259019,3,3.9215152414699355,0
32,59,0,0,0,0,245.91453965088365,100,41.803031167122214,138.35122645295507,131,11.761413674973168,247.51043964136736,121,11.1363929382656,12.214752934459074,1,3.2983398511358764,6
41,81,1,0,0,0,76.86238684660641,123,13.070943740855608,170.36168410305464,124,14.481882518771917,211.24250754355955,86,9.504111446380426,7.743900623314891,2,2.0903827867490063,3
23,110,1,1,1,36,132.508189187458,91,22.52900990961588,168.1467567559324,113,14.295563062994363,224.36418019479922,77,10.096417117773875,13.982252251977458,4,3.7732081080339137,2
24,130,1,0,0,0,149.88535824343143,112,25.47913024483748,219.77515713372935,116,18.681198028094066,217.11685843938685,94,9.769423225593451,8.180656545863089,2,2.212777267383034,2
18,113,0,0,0,16,172.85581192512842,96,29.38385123673527,165.76430517394422,111,14.088238738208018,177.88317003244043,129,8.00460664357362,7.836320946343986,2,2.1163522523583964,3
34,113,0,0,0,0,292.5732872147735,113,49.73979939431693,152.72765912764157,99,12.981680741946807,216.9758485852136,83,9.76659432194551,13.152643512842182,1,3.5499722343195255,1
25,63,1,0,0,0,131.23248815193935,105,22.308518231474192,109.39643423337708,114,9.299690966892681,246.27464338130648,124,11.083351820625547,12.695958797827355,4,3.4289064982356376,4
16,65,1,0,0,0,244.5483015234309,124,41.57021125898325,259.02983049623884,118,22.01608681866677,276.0478681178886,95,12.418058499260761,8.555962240791986,5,2.3082565975445295,1
3,92,1,0,0,0,138.3814063934213,101,23.523298737701275,185.49160032771061,84,15.76642288523234,162.77961213142132,72,7.329542196733619,10.056488852476598,2,2.7153326885293625,3
37,121,1,0,0,0,249.8430983901921,95,42.474309839019206,253.53891230273604,97,21.548876561830646,160.2921430809956,113,7.216930946693841,13.820558144994138,4,3.7316887313445752,2
19,60,0,0,0,0,242.80748796065222,77,41.27357744584363,219.2394343187728,84,18.634808655894812,203.63061627504217,88,9.15933447117602,14.296173117896222,2,3.858402682093972,2
17,118,0,0,0,0,271.0396191033441,113,46.07594286550161,210.61314386019305,72,17.90140961018329,195.1441927887784,107,8.783295341186507,13.600952241639854,2,3.67226662765916,4
44,109,1,0,0,0,271.48101427564006,107,46.15437827415987,237.65035195324762,120,20.20518137785131,240.85253568910005,121,10.84269987571828,9.832846058244831,4,2.658539975143656,1
30,57,1,0,0,0,116.83995512925372,69,19.862679491290358,120.84383919218571,98,10.27583124894607,245.13545681933155,80,11.035644034138814,7.1111483014907,1,1.9218971607197126,0
17,158,0,0,0,0,155.85570971614462,98,26.49389050044227,185.997712525604,124,15.807175791629811,132.627521451515,102,5.968398767922802,8.596181562776419,4,2.321449929763515,3
34,59,0,0,0,0,190.32481800414882,108,32.3527283741498,181.68568368939867,112,15.442295531524884,186.1248358519996,99,8.371117613339983,11.285719385100224,2,3.0461504429400605,3
42,107,1,0,0,0,221.34851293971505,99,37.62641331565516,281.80934151785567,76,23.95771097106593,236.56904567501564,108,10.644648584351602,13.02656967474522,9,3.5220907542294104,1
43,94,2,1,0,0,253.1053542809426,121,43.02646280871527,192.21280056380414,107,16.34275248363963,290.0361413963625,102,13.053843379507617,12.022370952248405,4,3.2467112856745217,2
19,109,0,0,1,31,208.05143596829924,110,35.37335261081852,105.12380664078057,65,8.938936308777823,188.5907392550039,136,8.489104506994298,8.669345828413292,5,2.343853874935706,5
45,103,1,0,0,0,273.6205641878751,106,46.515888431744415,241.30234232068335,109,20.515047227209497,246.20141046968774,115,11.082477021054968,10.01729001619613,4,2.7064954042109934,1
42,122,1,1,0,0,252.02281092729388,98,42.84264686674604,246.78984708223973,93,20.977069389511236,163.37546010011636,113,7.35185768629308,12.071558381407218,4,3.2587630152564686,0
23,95,2,0,0,8,173.31226712410734,78,29.462302144662775,191.07402491453908,65,16.240900484518086,136.88884429031503,78,6.163497993064177,9.66223114193699,4,2.6125856747584595,5
42,89,1,0,0,0,220.50619115983542,114,37.48722519481486,194.3259304167909,114,16.520893504058197,269.97050253823863,99,12.150948381673127,15.476316228537357,2,4.181502311895534,0
37,133,1,0,0,8,248.89615241634453,120,42.31386915655386,293.58288321963664,92,24.951354667947204,181.866272042702,122,8.182601430477767,12.702176593542108,6,3.428516463090636,2
26,92,0,0,0,0,87.06217934191959,114,14.80157048812633,234.71097616597604,73,19.953581612019264,183.6188308726621,81,8.263293303003696,12.247035187411804,5,3.3070833144495464,4
24,62,0,0,0,0,243.3188238404272,76,41.361175234220624,219.82872849848468,85,18.685319585584402,190.99892331334814,98,8.591524248583472,12.673402072077987,2,3.419573885887463,2
20,91,1,0,0,0,105.47743453577509,104,17.930954305899384,170.84760870440513,105,14.525284783396462,158.3441957283247,100,7.129043481762056,8.920043441498416,5,2.4092021640221932,3
23,170,2,0,0,0,220.19622821331134,102,37.435678046065796,114.83428494709314,89,9.761174783150768,136.92536075534935,103,6.157699921145734,15.0126751774221,4,4.05338004731256,1
36,21,0,0,0,0,253.51756217279518,83,43.09598556937518,207.7595678537685,104,17.659381716295965,177.02934065046003,100,7.964995010726125,10.999313018106626,4,2.973150138161767,1
14,67,1,0,1,28,194.88554047144575,113,33.13554188014578,169.67981397326795,96,14.426400150522431,205.6667214712034,88,9.255271292247896,12.954667168408102,8,3.5025297131469797,1
29,119,1,0,0,8,181.69388326170773,129,30.88543014304538,111.80028082957868,66,9.503731401987748,213.32400915594448,85,9.601200457797225,10.406002288986123,2,2.8141506294711838,3
11,130,1,0,1,34,232.07677598827203,99,39.450410710142265,178.5597025956627,122,15.180131003986814,260.99105231932685,104,11.748512429861208,11.604018610513531,5,3.1372357797536434,2
15,128,1,0,0,1,139.5749722538003,119,23.73169353468384,225.6861533831382,111,19.180685276802215,145.4483926186076,94,6.541384661686183,10.391469310176706,6,2.801748462209921,1
30,157,1,0,0,0,278.10268411999044,114,47.282151698042604,255.71096096639027,81,21.738451766830643,161.58451766830643,99,7.273564800963225,11.726443298083867,4,3.1657488951941923,2
44,113,0,0,0,0,276.30580128342257,113,46.97419267076986,265.14064928934175,110,22.534322931692053,218.98450975818125,103,9.852773907510176,9.796127439545307,8,2.6491608612652664,0
34,79,1,0,0,23,148.42991745358069,109,25.233645752413207,199.5488521184615,102,16.965212215373718,111.61742365391424,119,5.022284064426141,14.208418656238935,3,3.8361127151412515,4
42,111,0,0,0,0,275.7934525762293,111,46.887053780696924,242.22111884219586,113,20.59157334888784,238.09482593221952,115,10.716684273794748,10.799788714463038,4,2.9193875147303183,1
47,124,1,0,0,0,312.8012430627472,112,53.176175390484836,180.43475520445028,108,15.337008087651553,169.4048360809658,93,7.625930182185973,12.713767562753665,4,3.4366453815791176,0
31,69,1,0,0,30,272.62548826650095,99,46.3507483360758,253.9408190371498,103,21.5860427018114,163.33173260117036,85,7.347183759840508,8.521568076143124,2,2.2969695478659813,0
30,98,0,0,0,0,260.1397174774807,123,44.22468348046388,274.90438126538055,100,23.36547925662813,229.6665594151927,98,10.334136268108383,11.057260371685935,2,2.9871781115057803,1
31,95,0,1,0,0,140.29406396307806,54,23.85141087779735,181.12193522210566,103,15.392994499990104,195.59213281505382,92,8.803205948158851,13.724029333386115,2,3.7048079037179256,1
29,117,2,1,0,0,54.137035262183716,99,9.199344428984936,302.82414894965046,84,25.738033286954806,172.41414836577738,84,7.757607615811758,8.64455966060845,2,2.3320117345987996,0
21,76,2,0,0,0,133.6630529634699,84,22.72329286906263,179.85794549081004,81,15.290283321809769,229.26931676362085,86,10.317045389090193,7.769885327261392,3,2.1024429036333205,5
19,182,0,0,0,0,117.0530584414012,122,19.903751092382663,141.5763797177631,84,12.03226111866541,252.58024171283068,113,11.365632242471882,11.26557867222746,2,3.0423620282236885,2
2,64,2,0,0,0,296.60733518789095,88,50.42714049401181,195.50483112711544,87,16.617937267787227,213.03977483615392,105,9.590183379697272,11.861565691451629,2,3.2027292246215926,0
17,48,1,0,0,0,255.19181326600068,94,43.382045024261714,252.80367260731146,88,21.488294901965087,191.3311400504995,104,8.614027764189263,12.688523341749917,2,3.426211609397299,2
34,117,1,0,0,0,222.3686293487948,93,37.80372586975896,286.2058880463844,106,24.330588804638438,284.67548528052384,101,12.812200892039208,10.590154326514543,3,2.858223907231239,1
32,121,1,0,0,0,225.12660694601266,85,38.27352318082215,288.80352092315707,97,24.55069235491916,294.8758267263907,96,13.272296772573302,9.99914934349137,2,2.6972660694601265,1
8,92,0,0,0,0,142.32001286458288,100,24.19449533590175,204.0773431980121,99,17.344236732139485,215.8013830800509,92,9.708329366295642,8.981370215468026,5,2.4283653907914733,6
9,133,0,0,0,0,145.42108792756403,68,24.71867728601092,182.2672570900798,148,15.49303217600672,163.78951894976902,113,7.369528352739606,6.818991717517849,4,1.8374918765048296,5
38,166,1,0,0,0,248.53535762695415,124,42.253275656645215,293.558807192824,86,24.950083073850656,182.55891603780628,127,8.212283651732788,13.166215015752616,6,3.5528780542532066,2
34,98,0,0,0,0,137.07583493584383,120,23.299910711506527,180.73766436258234,84,15.361701470819499,172.89624551738413,94,7.779812275869206,11.903754482615883,4,3.2110637700745,3
28,159,1,0,0,0,320.6724060458035,99,54.513370913488274,230.1524571932781,133,19.558958861428636,241.82799421890653,103,10.884852568403314,8.078485657562139,5,2.184881699033375,1
42,126,2,0,0,0,260.07156302935635,106,44.21563034704939,275.35630347049397,93,23.405533370580258,191.14868797066129,120,8.602635482356257,11.030233882328075,5,2.97937535587567,2
17,119,1,0,0,0,134.87285243671963,111,22.932517057535236,142.8291001490139,102,12.14462440519651,262.314280485244,119,11.80864262183598,7.471606554589954,4,2.0167676980928393,4
3,49,0,1,0,24,171.1088536059027,115,29.085753660059,228.46642762768988,112,19.42427352777033,206.83576114429843,109,9.30936070443789,14.851452944459343,3,4.012892295004023,2
8,146,0,0,0,21,184.45190171927152,109,31.354691326956537,167.3791791917744,90,14.226598265981199,172.998832388014,105,7.783343353419501,10.304104041128115,2,2.783108091104591,1
17,104,0,0,0,0,313.69942569034544,78,53.328849635023694,147.9680951916414,103,12.57403149974764,209.84868169162434,88,9.444868169162431,9.864501392132457,8,2.6639549251270336,1
23,56,1,0,0,0,272.6805552355568,75,46.35611104711137,229.5278539374742,82,19.512784241752012,181.93339477308842,105,8.187224974211253,10.305552355568311,2,2.787499136003444,1
23,145,1,0,0,0,229.46460802293532,83,39.01314459882294,189.70371657059792,71,16.12054889879973,120.41743838483356,100,5.415191531197948,10.028702149988396,2,2.705563188257741,0
36,133,0,0,0,0,131.4130066281443,97,22.341674101548897,138.7090460119369,91,11.791242671529485,159.06548559844708,87,7.160804868753877,10.580231965139784,3,2.8584836221758634,3
38,163,0,0,0,0,261.8979025461817,104,44.52331675955472,161.22172798964755,87,13.70643853749982,283.7309194514359,106,12.770329687102036,13.865334659235623,3,3.7463336648089056,2
16,121,1,0,0,0,116.9362389439307,121,19.881604184424603,256.5300924890696,95,21.804336079592723,228.33069186915392,64,10.279881134111926,13.13425784579613,3,3.5458020922123015,4
46,60,0,0,0,0,280.44517026499517,108,47.67599649962904,255.12681241463267,111,21.6841607145928,226.1958602271387,124,10.17526637396085,13.639842785778153,4,3.686075106739971,2
26,82,0,0,1,29,111.1245441120478,97,18.887913110647382,251.63066010461583,95,21.393476414691975,211.64672759182483,98,9.522899683635835,12.640611599256804,6,3.409965131799337,2
7,156,0,1,0,0,255.57591142513655,55,43.4507297596784,309.5284654291186,123,26.312262626744538,183.04379564870297,84,8.24175182594812,9.027737373255462,5,2.4413139081841626,1
43,96,0,0,0,0,218.01823782822328,118,37.05937017953254,303.65176548560714,73,25.81157989876633,197.44168173046685,75,8.885285761626148,11.98638527364537,2,3.238503856373969,0
19,114,0,1,0,21,265.34910771890895,103,45.10712130987546,261.15493149090076,75,22.198345549679882,178.1,105,8.01,8.24202517542975,2,2.2245400467812666,0
24,179,1,0,0,0,285.8337835491734,120,48.59074320335947,288.91006538327173,112,24.557355557578095,264.77646765137916,111,11.914890485124102,10.656733482674571,4,2.8819641260064173,0
16,137,0,0,0,0,246.8261048772984,71,41.962184915101375,285.3876395578275,100,24.259696448375983,185.5684737806754,76,8.352762263541846,9.614394125580006,4,2.5992599568869243,0
22,58,0,0,0,0,240.2513067027755,83,40.839584119621364,230.6677220933739,86,19.60575637793678,194.358594044858,99,8.744366335825445,13.22873267165089,2,3.568619801495267,2
36,121,0,0,0,7,119.54605564579626,103,20.323388951720904,169.42379677421525,102,14.399582217743836,166.36313427514057,64,7.489201169397441,10.710628225952982,4,2.888429112942844,2
23,133,2,1,0,0,52.042011087454526,96,8.844801876338458,290.3184661835747,87,24.674405629015375,192.8486918546743,88,8.676195138577631,10.12719215349372,2,2.731677884854829,0
19,59,0,0,0,0,243.51732084964902,78,41.39428174816613,219.30812782415958,83,18.64069667064225,204.6544766172357,87,9.205457253364292,14.413933412845001,2,3.890459651274473,2
17,62,1,0,0,0,130.23842184294529,139,22.1427555165896,229.32794315850566,86,19.49115136518408,203.34074979860333,105,9.154204374818633,12.906985789626415,5,3.4856274309620994,4
27,68,1,0,0,0,280.93550464979893,122,47.75796309500538,156.42637397535535,103,13.29300087483776,256.5868130123223,78,11.54554521595334,9.055452159533383,9,2.441453909208902,0
16,107,0,0,0,0,240.7620716956269,87,40.93064489286815,246.388190159614,80,20.945223692797413,233.2160015430867,91,10.493538892514465,9.973599382765324,3,2.692051599504836,2
26,146,0,0,0,0,155.59859450032823,96,26.4492454562414,196.32830304160933,115,16.69048380260879,222.67965674735837,103,10.021248705151933,8.542195592800425,3,2.307814765984119,3
19,109,0,0,0,0,305.47822776450636,90,51.92991110885214,155.55646949767143,104,13.220177782295718,212.1883166556542,77,9.547168055061405,10.43061944430326,5,2.8191858332909776,0
32,167,1,0,0,0,309.4628755953761,97,52.6101109501582,281.9809985514238,85,23.969806975815295,159.88140892155636,110,7.196834257917986,8.661297971398142,6,2.338892165173397,2
28,46,0,0,0,0,138.52712653174095,152,23.548125264093265,230.05598816862175,108,19.55696149116373,161.21536184815542,71,7.2577994084310875,12.591620827326423,3,3.3993863749626936,4
18,164,0,0,0,0,129.21409711094773,130,21.970979332125637,145.33004968127278,84,12.352514341482376,269.80613043160605,111,12.143005928709368,10.899387917421478,2,2.944417560968317,2
7,88,0,0,0,0,266.06236955737324,108,45.22878839278095,219.32473911474648,66,18.6458244727122,260.9216479587483,87,11.739974158143674,9.729122363560998,3,2.6261594301683444,3
43,109,1,0,0,0,270.21694644260117,105,45.939256513938986,234.5113945200578,122,19.937710356908156,243.57492995604372,121,10.965015058705847,9.933795993545282,4,2.685678931612075,2
29,185,1,0,0,0,274.17503037101204,101,46.60875516307205,296.1465328731649,102,25.17245529421902,255.04743913718937,109,11.476682176013902,11.90301399482285,4,3.215645682484827,0
16,119,0,0,0,0,242.85193418427363,89,41.28596614896553,234.79870582796113,80,19.960256948065197,237.020176328957,89,10.666738407918055,10.527467527802617,3,2.8415449894906915,3
14,11,1,0,0,0,128.49578889790791,44,21.84659099512471,134.36008024640324,96,11.421854189005467,216.5125544273418,120,9.744332155431298,8.822752992146762,1,2.3837570728403596,3
45,80,1,0,0,0,231.86619408795028,102,39.41921441609822,215.05506551895294,103,18.281126863734993,280.27632512585615,91,12.614546204319526,10.993116810130884,5,2.9675492545060034,1
18,114,1,0,0,0,225.70938931749512,100,38.371968356080984,277.15158362018434,62,23.56013573887294,216.71493127602344,85,9.749423038578328,12.450678694364703,4,3.3614366409502927,2
42,105,1,0,0,0,158.46945327837696,133,26.93814964723973,149.30417991756545,126,12.69439928585158,147.1360717599571,56,6.6178222939028215,7.813884873465011,5,2.108748915835553,3
43,161,0,0,0,0,267.185245852662,69,45.425455934281494,233.88447751641172,109,19.879748980282063,132.94421102042278,111,5.9818852438609165,9.651793033552156,4,2.603811475613908,1
14,87,0,0,0,0,135.31522156387518,109,23.00390895680527,139.59751323565752,101,11.868090076136866,194.33283959874674,88,8.745883911521782,9.660645473244472,4,2.6083742777760075,4
36,68,1,0,0,0,166.52137668041985,107,28.305309100603143,174.516896071088,94,14.830429867343653,188.20933763249712,108,8.466776622024732,12.148610396699578,2,3.27846233957477,3
28,49,0,0,0,6,197.29242070848687,107,33.53831722286076,201.62990179574075,129,17.14033024780198,192.9192277113637,93,8.678146714152895,10.202607625127168,2,2.755295505157349,3
46,99,1,0,0,0,275.4701845472997,105,46.82841049247478,244.459452934184,100,20.782923279264093,250.82546136824925,110,11.289762061335312,10.17674004718101,3,2.747952412267062,1
43,109,1,0,0,0,270.86272371614206,107,46.049495260634345,236.33131229094568,122,20.092957822668485,240.8874528176716,121,10.844339507589623,9.835950952099695,4,2.6595869205599185,2
7,126,0,0,0,0,272.48963521549234,117,46.3272379866337,246.1307760406258,120,20.918598737041574,207.13456857338295,88,9.318969309056454,9.424116976266957,2,2.5465460364153167,2
